fk_financial_year,month,pk_porg,pk_acount,pension_type_desc,pk_account,amt_debit,town
202425,3,139132,30077595,Social Security,30077595,23.89,Warrnambool
202425,3,139132,30077595,Social Security,30077595,23.67,Warrnambool
202425,3,139132,30077595,Social Security,30077595,160.36,Warrnambool
202425,3,139168,30026387,Social Security,30026387,0,Portland
202425,3,142516,30049599,Social Security,30049599,23.12,Portland
202425,3,141303,30030032,Social Security,30030032,105.35,Portland
202425,3,141303,30030032,Social Security,30030032,23.63,Portland
202425,3,141394,30038879,Social Security,30038879,0,Sandford
202425,3,141447,30118417,Social Security,30118417,575.03,Portland
202425,3,141815,30030190,Social Security,30030190,53.7,Portland
202425,3,141835,30110862,Social Security,30110862,94.62,Portland
202425,3,141836,30088780,Social Security,30088780,0,Heywood
202425,3,140969,30007163,Social Security,30007163,23.89,Cobden
202425,3,140969,30007163,Social Security,30007163,55.65,Cobden
202425,3,140969,30007163,Social Security,30007163,160.36,Cobden
202425,3,141487,30091618,Social Security,30091618,0,Port Fairy
202425,3,141660,30029528,Social Security,30029528,3.37,Portland West
202425,3,141861,30013544,Social Security,30013544,23.89,Warrnambool
202425,3,143566,30017907,Social Security,30017907,0,Heywood
202425,3,143461,30022709,Social Security,30022709,22.6,Portland
202425,3,143461,30022709,Social Security,30022709,17.07,Portland
202425,3,143461,30022709,Social Security,30022709,148.04,Portland
202425,3,143346,30032788,Social Security,30032788,16.86,Hamilton
202425,3,143165,10020453,Social Security,10020453,364.61,Timboon
202425,3,143165,10020453,Social Security,10020453,41.77,Timboon
202425,3,143165,10020453,Social Security,10020453,155.13,Timboon
202425,3,145448,30093032,Social Security,30093032,87.99,Camperdown
202425,3,145574,30093131,Social Security,30093131,32.37,Camperdown
202425,3,145346,30032227,Social Security,30032227,13.49,Hamilton
202425,3,145346,30032227,Social Security,30032227,23.63,Hamilton
202425,3,145346,30032227,Social Security,30032227,150.5,Hamilton
202425,3,145357,30092973,Social Security,30092973,22.38,Hamilton
202425,3,145791,30051228,Social Security,30051228,16.39,Hamilton
202425,3,145934,30025677,Social Security,30025677,0,Portland
202425,3,139499,30026192,Social Security,30026192,0,Portland
202425,3,139594,30014035,Social Security,30014035,87.13,Peterborough
202425,3,139594,30014035,Social Security,30014035,158.62,Peterborough
202425,3,139594,30014035,Social Security,30014035,42.71,Peterborough
202425,3,138484,30023327,Social Security,30023327,23.38,Portland
202425,3,138484,30023327,Social Security,30023327,156.87,Portland
202425,3,138484,30023327,Social Security,30023327,24.14,Portland
202425,3,137814,30113637,Social Security,30113637,52.23,Warrnambool
202425,3,138235,30030294,Social Security,30030294,113.1,Warrnambool
202425,3,138013,30068704,Social Security,30068704,0,Hamilton
202425,3,138048,30044964,Social Security,30044964,52.37,Cobden
202425,3,139632,30018184,Social Security,30018184,0,Heywood
202425,3,140413,30034864,Social Security,30034864,78.91,Hamilton
202425,3,140413,30034864,Social Security,30034864,457.4,Hamilton
202425,3,140821,30047126,Social Security,30047126,0,Camperdown
202425,3,140837,30087761,Social Security,30087761,8.21,Portland
202425,3,139891,10019573,Social Security,10019573,734.82,Mortlake
202425,3,139891,10019573,Social Security,10019573,362.75,Mortlake
202425,3,140082,30091159,Social Security,30091159,0,Hamilton
202425,3,139690,30034908,Social Security,30034908,0,Hamilton
202425,3,146479,30022918,Social Security,30022918,23.63,Portland
202425,3,146479,30022918,Social Security,30022918,150.78,Portland
202425,3,146679,30094311,Social Security,30094311,14.61,Hamilton
202425,3,147985,30040962,Social Security,30040962,19.39,Portland
202425,3,147994,30031379,Social Security,30031379,7.58,Hamilton
202425,3,148222,30040961,Social Security,30040961,30.66,Portland
202425,3,147254,30005042,Social Security,30005042,38.14,Warrnambool
202425,3,147254,30005042,Social Security,30005042,165.59,Warrnambool
202425,3,147257,30034268,Social Security,30034268,21.07,Hamilton
202425,3,147257,30034268,Social Security,30034268,167.11,Hamilton
202425,3,147434,30030079,Social Security,30030079,23.63,Portland
202425,3,147434,30030079,Social Security,30030079,158.62,Portland
202425,3,147434,30030079,Social Security,30030079,152.09,Portland
202425,3,146970,30029832,Social Security,30029832,0,Portland
202425,3,147068,30028166,Social Security,30028166,23.38,Portland
202425,3,146852,30118419,Social Security,30118419,0,Portland
202425,3,143740,30037520,Social Security,30037520,0,Coleraine
202425,3,144765,30032929,Social Security,30032929,0,Hamilton
202425,3,150445,30035138,Social Security,30035138,0,Hamilton
202425,3,150073,30004506,Social Security,30004506,14.33,Warrnambool
202425,3,149834,30033819,Social Security,30033819,24.67,Hamilton
202425,3,149834,30033819,Social Security,30033819,39.82,Hamilton
202425,3,149202,30059632,Social Security,30059632,25.19,Warrnambool
202425,3,149215,30022830,Social Security,30022830,158.62,Portland
202425,3,149215,30022830,Social Security,30022830,23.63,Portland
202425,3,148820,30110012,Social Security,30110012,0,Casterton
202425,3,152523,30101301,Social Security,30101301,0,Camperdown
202425,3,152654,30024556,Social Security,30024556,151.34,Portland
202425,3,152654,30024556,Social Security,30024556,14.33,Portland
202425,3,152659,30034581,Social Security,30034581,228.24,Hamilton
202425,3,152051,30100696,Social Security,30100696,29.81,Port Fairy
202425,3,152076,30034307,Social Security,30034307,25.19,Hamilton
202425,3,152076,30034307,Social Security,30034307,37.66,Hamilton
202425,3,152076,30034307,Social Security,30034307,169.07,Hamilton
202425,3,151999,30100669,Social Security,30100669,114.02,Portland
202425,3,152014,30100985,Social Security,30100985,0,Warrnambool
202425,3,154253,30024837,Social Security,30024837,0,Portland
202425,3,144866,30031904,Social Security,30031904,22.86,Hamilton
202425,3,144866,30031904,Social Security,30031904,81.42,Hamilton
202425,3,144866,30031904,Social Security,30031904,153.39,Hamilton
202425,3,144604,30026445,Social Security,30026445,0,Portland
202425,3,144761,30033195,Social Security,30033195,23.89,Hamilton
202425,3,144761,30033195,Social Security,30033195,94.39,Hamilton
202425,3,144671,30092165,Social Security,30092165,0,Hamilton
202425,3,144680,10019285,Social Security,10019285,144.83,Mortlake
202425,3,148439,30013068,Social Security,30013068,2.79,Mortlake
202425,3,148270,30105891,Social Security,30105891,0,Hamilton
202425,3,148557,30036653,Social Security,30036653,50.16,Penshurst
202425,3,154803,30073842,Social Security,30073842,23.89,Warrnambool
202425,3,154803,30073842,Social Security,30073842,153.69,Warrnambool
202425,3,155296,30012186,Social Security,30012186,23.89,Warrnambool
202425,3,155296,30012186,Social Security,30012186,154.52,Warrnambool
202425,3,155297,30038673,Social Security,30038673,0,Casterton
202425,3,155899,30036491,Social Security,30036491,0,Penshurst
202425,3,156540,30031289,Social Security,30031289,35.94,Hamilton
202425,3,156540,30031289,Social Security,30031289,156.87,Hamilton
202425,3,151303,30070071,Social Security,30070071,38.11,Warrnambool
202425,3,151303,30070071,Social Security,30070071,153.39,Warrnambool
202425,3,151412,30028604,Social Security,30028604,23.89,Portland
202425,3,151412,30028604,Social Security,30028604,16.86,Portland
202425,3,151549,30031039,Social Security,30031039,222.79,Hamilton
202425,3,151549,30031039,Social Security,30031039,24.67,Hamilton
202425,3,151424,30031690,Social Security,30031690,158.21,Hamilton
202425,3,150695,30022953,Social Security,30022953,23.63,Portland North
202425,3,150695,30022953,Social Security,30022953,140.47,Portland North
202425,3,150695,30022953,Social Security,30022953,158.62,Portland North
202425,3,150707,30004874,Social Security,30004874,48.6,Warrnambool
202425,3,150707,30004874,Social Security,30004874,165.59,Warrnambool
202425,3,150626,30030936,Social Security,30030936,21.82,Hamilton
202425,3,150598,30028231,Social Security,30028231,39.56,Portland North
202425,3,150945,30115027,Social Security,30115027,6.68,Coleraine
202425,3,150920,30109651,Social Security,30109651,0,Portland
202425,3,151023,30022672,Social Security,30022672,98.85,Portland
202425,3,151036,30099442,Social Security,30099442,42.82,Portland
202425,3,152702,30073846,Social Security,30073846,23.89,Warrnambool
202425,3,152702,30073846,Social Security,30073846,5.9,Warrnambool
202425,3,153316,30109244,Social Security,30109244,33.98,Hamilton
202425,3,155941,30105097,Social Security,30105097,297.23,Hamilton
202425,3,156323,30031684,Social Security,30031684,70.86,Hamilton
202425,3,156326,30018088,Social Security,30018088,0,Heywood
202425,3,157123,30106274,Social Security,30106274,0,Hamilton
202425,3,157016,30042176,Social Security,30042176,167.33,Portland
202425,3,158201,30032267,Social Security,30032267,0,Hamilton
202425,3,157964,30033621,Social Security,30033621,23.38,Hamilton
202425,3,157964,30033621,Social Security,30033621,11.8,Hamilton
202425,3,157964,30033621,Social Security,30033621,147.29,Hamilton
202425,3,157532,30117983,Social Security,30117983,505.77,Mortlake
202425,3,157436,30059610,Social Security,30059610,23.91,Portland
202425,3,157460,30110886,Social Security,30110886,24.24,Hamilton
202425,3,156073,30037371,Social Security,30037371,0,Coleraine
202425,3,156113,30105286,Social Security,30105286,3.45,Hamilton
202425,3,153942,30033357,Social Security,30033357,23.38,Hamilton
202425,3,153942,30033357,Social Security,30033357,7.58,Hamilton
202425,3,159044,30007850,Social Security,30007850,0,Dennington
202425,3,159176,30028372,Social Security,30028372,0,Portland
202425,3,158315,30031677,Social Security,30031677,24.67,Hamilton
202425,3,158315,30031677,Social Security,30031677,147.25,Hamilton
202425,3,167879,30031370,Social Security,30031370,85.31,Hamilton
202425,3,167879,30031370,Social Security,30031370,156.87,Hamilton
202425,3,167879,30031370,Social Security,30031370,23.38,Hamilton
202425,3,162909,30113076,Social Security,30113076,440.74,Portland
202425,3,162482,30065970,Social Security,30065970,0,Koroit
202425,3,164104,30114741,Social Security,30114741,52.49,Portland
202425,3,161109,30109621,Social Security,30109621,69.68,Hamilton
202425,3,161229,30040732,Social Security,30040732,21.22,Camperdown
202425,3,161229,30040732,Social Security,30040732,22.86,Camperdown
202425,3,161229,30040732,Social Security,30040732,99.5,Camperdown
202425,3,159360,30023765,Social Security,30023765,23.63,Portland
202425,3,159360,30023765,Social Security,30023765,27.28,Portland
202425,3,161850,30031057,Social Security,30031057,21.82,Hamilton
202425,3,161850,30031057,Social Security,30031057,34,Hamilton
202425,3,161850,30031057,Social Security,30031057,146.42,Hamilton
202425,3,161874,30114603,Social Security,30114603,111.81,Hamilton
202425,3,161498,30032501,Social Security,30032501,23.63,Hamilton
202425,3,161540,30033575,Social Security,30033575,23.63,Hamilton
202425,3,161540,30033575,Social Security,30033575,66.62,Hamilton
202425,3,161540,30033575,Social Security,30033575,158.62,Hamilton
202425,3,161600,30111402,Social Security,30111402,306.89,Portland
202425,3,161608,30027825,Social Security,30027825,14.33,Portland
202425,3,161608,30027825,Social Security,30027825,148.32,Portland
202425,3,161777,30011417,Social Security,30011417,22.08,Warrnambool
202425,3,161777,30011417,Social Security,30011417,27.02,Warrnambool
202425,3,161777,30011417,Social Security,30011417,148.16,Warrnambool
202425,3,164991,30025588,Social Security,30025588,156.87,Portland
202425,3,164991,30025588,Social Security,30025588,188.63,Portland
202425,3,164281,30025406,Social Security,30025406,23.89,Portland
202425,3,164281,30025406,Social Security,30025406,21.99,Portland
202425,3,164281,30025406,Social Security,30025406,160.36,Portland
202425,3,162735,30059666,Social Security,30059666,10.96,Warrnambool
202425,3,162735,30059666,Social Security,30059666,156.99,Warrnambool
202425,3,162084,30025586,Social Security,30025586,149.82,Portland
202425,3,162084,30025586,Social Security,30025586,23.38,Portland
202425,3,162159,30035412,Social Security,30035412,0,Hamilton
202425,3,168181,10021542,Social Security,10021542,28.49,Camperdown
202425,3,168500,30030792,Social Security,30030792,60.41,Hamilton
202425,3,166932,30034056,Social Security,30034056,6.98,Hamilton
202425,3,166932,30034056,Social Security,30034056,82.73,Hamilton
202425,3,167423,10021419,Social Security,10021419,0,Camperdown
202425,3,166373,30117954,Social Security,30117954,101.68,Casterton
202425,3,166373,30117954,Social Security,30117954,0.17,Casterton
202425,3,165569,30116639,Social Security,30116639,16.34,Hamilton
202425,3,165728,30116966,Social Security,30116966,106.07,Portland
202425,3,165439,30032860,Social Security,30032860,88.53,Hamilton
202425,3,165439,30032860,Social Security,30032860,23.12,Hamilton
202425,3,165439,30032860,Social Security,30032860,155.13,Hamilton
202425,3,165480,30029915,Social Security,30029915,0,Heywood
202425,3,166521,30118051,Social Security,30118051,85.03,Portland
202425,3,166670,30022804,Social Security,30022804,155.13,Portland
202425,3,166670,30022804,Social Security,30022804,23.12,Portland
202425,3,166670,30022804,Social Security,30022804,39.56,Portland
202425,3,167789,30023959,Social Security,30023959,23.63,Portland
202425,3,167789,30023959,Social Security,30023959,14.33,Portland
202425,3,167789,30023959,Social Security,30023959,151.34,Portland
202425,3,168632,30039011,Social Security,30039011,0,Merino
202425,3,168882,30011990,Social Security,30011990,130.46,Warrnambool
202425,3,168882,30011990,Social Security,30011990,6.74,Warrnambool
202425,3,162575,30112690,Social Security,30112690,52.58,Hamilton
202425,3,116,30007505,Social Security,30007505,24.67,Warrnambool
202425,3,116,30007505,Social Security,30007505,58.93,Warrnambool
202425,3,116,30007505,Social Security,30007505,165.59,Warrnambool
202425,3,6786,30065431,Social Security,30065431,24.67,Warrnambool
202425,3,6786,30065431,Social Security,30065431,152.31,Warrnambool
202425,3,6963,30042191,Social Security,30042191,167.33,Portland
202425,3,6963,30042191,Social Security,30042191,97.03,Portland
202425,3,2107,30050700,Social Security,30050700,23.63,Warrnambool
202425,3,2107,30050700,Social Security,30050700,18.54,Warrnambool
202425,3,1241,30004867,Social Security,30004867,24.67,Warrnambool
202425,3,1241,30004867,Social Security,30004867,126.07,Warrnambool
202425,3,1241,30004867,Social Security,30004867,165.59,Warrnambool
202425,3,2263,30012766,Social Security,30012766,24.41,Warrnambool
202425,3,4130,30073022,Social Security,30073022,24.41,Warrnambool
202425,3,4493,30103503,Social Security,30103503,32.87,Warrnambool
202425,3,7755,30041480,Social Security,30041480,170.81,Warrnambool
202425,3,8323,30043493,Social Security,30043493,153.39,Warrnambool
202425,3,8323,30043493,Social Security,30043493,33.05,Warrnambool
202425,3,2415,30007791,Social Security,30007791,845.6,Dennington
202425,3,2415,30007791,Social Security,30007791,620.21,Dennington
202425,3,10274,30052904,Social Security,30052904,22.86,Warrnambool
202425,3,10274,30052904,Social Security,30052904,10.11,Warrnambool
202425,3,10274,30052904,Social Security,30052904,142.61,Warrnambool
202425,3,13481,30005585,Social Security,30005585,0,Allansford
202425,3,13890,30008528,Social Security,30008528,519.15,Carpendeit
202425,3,11887,30022835,Social Security,30022835,23.63,Portland
202425,3,11887,30022835,Social Security,30022835,15.17,Portland
202425,3,11887,30022835,Social Security,30022835,152.19,Portland
202425,3,6499,30049809,Social Security,30049809,0,Dennington
202425,3,17495,30012110,Social Security,30012110,36.45,Warrnambool
202425,3,17495,30012110,Social Security,30012110,24.67,Warrnambool
202425,3,17495,30012110,Social Security,30012110,165.59,Warrnambool
202425,3,17139,10020401,Social Security,10020401,30.06,Timboon
202425,3,19526,10019425,Social Security,10019425,23.12,Mortlake
202425,3,19526,10019425,Social Security,10019425,155.13,Mortlake
202425,3,12454,30073859,Social Security,30073859,23.89,Warrnambool
202425,3,28253,30005498,Social Security,30005498,0,Timboon
202425,3,20829,10020728,Social Security,10020728,46,Timboon
202425,3,20829,10020728,Social Security,10020728,227.99,Timboon
202425,3,20858,10020757,Social Security,10020757,0,Camperdown
202425,3,20603,10020502,Social Security,10020502,44.12,Timboon
202425,3,19731,30013066,Social Security,30013066,0,Mortlake
202425,3,19736,10019635,Social Security,10019635,155.13,Mortlake
202425,3,20099,30047361,Social Security,30047361,4.36,Timboon
202425,3,20143,10020042,Social Security,10020042,42.71,Port Campbell
202425,3,20143,10020042,Social Security,10020042,71.2,Port Campbell
202425,3,20367,10020432,Social Security,10020432,46,Timboon
202425,3,20367,10020432,Social Security,10020432,18.03,Timboon
202425,3,20393,30008529,Social Security,30008529,0,Timboon
202425,3,20468,10020367,Social Security,10020367,155.13,Timboon
202425,3,20469,10020368,Social Security,10020368,155.13,Timboon
202425,3,20469,10020368,Social Security,10020368,54.11,Timboon
202425,3,29235,30010529,Social Security,30010529,151.64,Warrnambool
202425,3,29235,30010529,Social Security,30010529,43.4,Warrnambool
202425,3,28960,10020328,Social Security,10020328,41.77,Timboon
202425,3,28960,10020328,Social Security,10020328,155.13,Timboon
202425,3,21050,30011359,Social Security,30011359,155.13,Cobden
202425,3,21050,30011359,Social Security,30011359,23.12,Cobden
202425,3,21050,30011359,Social Security,30011359,24.38,Cobden
202425,3,20792,10020691,Social Security,10020691,41.77,Timboon
202425,3,20792,10020691,Social Security,10020691,32.51,Timboon
202425,3,20792,10020691,Social Security,10020691,155.13,Timboon
202425,3,21287,10021186,Social Security,10021186,0,Camperdown
202425,3,21652,10021551,Social Security,10021551,143.38,Camperdown
202425,3,21652,10021551,Social Security,10021551,24.15,Camperdown
202425,3,21652,10021551,Social Security,10021551,3.37,Camperdown
202425,3,27461,30086966,Social Security,30086966,202.36,Warrnambool
202425,3,26728,30012722,Social Security,30012722,24.15,Warrnambool
202425,3,33525,30051560,Social Security,30051560,22.86,Portland
202425,3,33525,30051560,Social Security,30051560,48.39,Portland
202425,3,33525,30051560,Social Security,30051560,153.39,Portland
202425,3,33931,30010386,Social Security,30010386,23.63,Warrnambool
202425,3,33931,30010386,Social Security,30010386,170.59,Warrnambool
202425,3,34314,30077591,Social Security,30077591,153.69,Warrnambool
202425,3,25009,30000009,Social Security,30000009,0.98,Camperdown
202425,3,22123,10020807,Social Security,10020807,0,Camperdown
202425,3,30368,10020391,Social Security,10020391,163.84,Timboon
202425,3,30952,10020336,Social Security,10020336,163.84,Timboon
202425,3,30952,10020336,Social Security,10020336,44.12,Timboon
202425,3,30952,10020336,Social Security,10020336,14.87,Timboon
202425,3,31808,10019217,Social Security,10019217,23.89,Mortlake
202425,3,31808,10019217,Social Security,10019217,10.11,Mortlake
202425,3,31600,10020359,Social Security,10020359,41.77,Timboon
202425,3,31600,10020359,Social Security,10020359,155.13,Timboon
202425,3,31600,10020359,Social Security,10020359,64.07,Timboon
202425,3,31631,30030255,Social Security,30030255,0,Cobden
202425,3,36979,30007872,Social Security,30007872,24.67,Warrnambool
202425,3,37162,30006154,Social Security,30006154,151.64,Warrnambool
202425,3,37162,30006154,Social Security,30006154,22.6,Warrnambool
202425,3,37162,30006154,Social Security,30006154,97.53,Warrnambool
202425,3,39243,10020392,Social Security,10020392,21.9,Timboon
202425,3,33055,30065489,Social Security,30065489,0,Dennington
202425,3,32365,30073847,Social Security,30073847,21.99,Warrnambool
202425,3,35898,30068102,Social Security,30068102,151.16,Warrnambool
202425,3,34993,10019503,Social Security,10019503,78.2,Mortlake
202425,3,43005,10021167,Social Security,10021167,23.38,Camperdown
202425,3,43005,10021167,Social Security,10021167,67.24,Camperdown
202425,3,43341,30093946,Social Security,30093946,50.58,Portland
202425,3,37786,30068325,Social Security,30068325,23.89,Warrnambool
202425,3,37786,30068325,Social Security,30068325,160.36,Warrnambool
202425,3,37874,30005054,Social Security,30005054,0,Warrnambool
202425,3,38082,30005189,Social Security,30005189,0,Warrnambool
202425,3,39574,10021399,Social Security,10021399,256.07,Camperdown
202425,3,39574,10021399,Social Security,10021399,46.75,Camperdown
202425,3,39784,10021957,Social Security,10021957,155.13,Camperdown
202425,3,48219,30033413,Social Security,30033413,155.56,Hamilton
202425,3,48220,30085634,Social Security,30085634,0,Mortlake
202425,3,48485,30004505,Social Security,30004505,22.86,Warrnambool
202425,3,48485,30004505,Social Security,30004505,86.58,Warrnambool
202425,3,48485,30004505,Social Security,30004505,153.39,Warrnambool
202425,3,45874,30099797,Social Security,30099797,0,Camperdown
202425,3,46174,30065099,Social Security,30065099,1845.44,Camperdown
202425,3,46326,30010515,Social Security,30010515,158.62,Warrnambool
202425,3,46326,30010515,Social Security,30010515,279.93,Warrnambool
202425,3,47496,30115211,Social Security,30115211,0,Warrnambool
202425,3,50521,10019606,Social Security,10019606,152.54,Mortlake
202425,3,45308,30005584,Social Security,30005584,0,Allansford
202425,3,54358,30009082,Social Security,30009082,24.67,Warrnambool
202425,3,54358,30009082,Social Security,30009082,165.59,Warrnambool
202425,3,54762,10019677,Social Security,10019677,23.12,Mortlake
202425,3,54762,10019677,Social Security,10019677,146.64,Mortlake
202425,3,54886,30007903,Social Security,30007903,165.59,Warrnambool
202425,3,54886,30007903,Social Security,30007903,24.67,Warrnambool
202425,3,54886,30007903,Social Security,30007903,226.67,Warrnambool
202425,3,54431,10020551,Social Security,10020551,43.65,Timboon
202425,3,54431,10020551,Social Security,10020551,12.72,Timboon
202425,3,54431,10020551,Social Security,10020551,162.1,Timboon
202425,3,54448,30004336,Social Security,30004336,24.67,Warrnambool
202425,3,63536,30021320,Social Security,30021320,23.12,Portland
202425,3,63536,30021320,Social Security,30021320,11.8,Portland
202425,3,63591,30021367,Social Security,30021367,0,Portland
202425,3,63326,30021095,Social Security,30021095,22.86,Portland
202425,3,63326,30021095,Social Security,30021095,45.27,Portland
202425,3,63335,30025538,Social Security,30025538,150.01,Portland North
202425,3,63335,30025538,Social Security,30025538,23.12,Portland North
202425,3,63335,30025538,Social Security,30025538,16.01,Portland North
202425,3,63411,30021181,Social Security,30021181,0,Portland
202425,3,63458,30021230,Social Security,30021230,23.38,Portland
202425,3,63458,30021230,Social Security,30021230,67.24,Portland
202425,3,63619,30021389,Social Security,30021389,153.39,Portland
202425,3,55632,30045629,Social Security,30045629,23.63,Warrnambool
202425,3,55632,30045629,Social Security,30045629,27.28,Warrnambool
202425,3,60008,30018280,Social Security,30018280,0,Heywood
202425,3,60254,30054072,Social Security,30054072,21.92,Heywood
202425,3,64077,30021489,Social Security,30021489,0,Portland
202425,3,63990,30021851,Social Security,30021851,23.12,Portland
202425,3,63990,30021851,Social Security,30021851,19.39,Portland
202425,3,63990,30021851,Social Security,30021851,153.38,Portland
202425,3,63901,30048422,Social Security,30048422,24.93,Portland
202425,3,63901,30048422,Social Security,30048422,167.33,Portland
202425,3,63892,30025343,Social Security,30025343,45.2,Portland
202425,3,63892,30025343,Social Security,30025343,30.33,Portland
202425,3,63847,30021664,Social Security,30021664,149.66,Portland
202425,3,63847,30021664,Social Security,30021664,23.63,Portland
202425,3,63847,30021664,Social Security,30021664,12.64,Portland
202425,3,64335,30022305,Social Security,30022305,23.89,Portland
202425,3,64335,30022305,Social Security,30022305,60.82,Portland
202425,3,64335,30022305,Social Security,30022305,160.36,Portland
202425,3,64337,30025902,Social Security,30025902,6.18,Portland North
202425,3,64337,30025902,Social Security,30025902,24.38,Portland North
202425,3,64395,30022361,Social Security,30022361,3,Portland
202425,3,64327,30022291,Social Security,30022291,23.89,Portland
202425,3,64327,30022291,Social Security,30022291,160.36,Portland
202425,3,65239,30023301,Social Security,30023301,0,Portland
202425,3,65318,30023387,Social Security,30023387,14.33,Portland North
202425,3,65318,30023387,Social Security,30023387,148.32,Portland North
202425,3,65255,30023321,Social Security,30023321,15.17,Portland
202425,3,65255,30023321,Social Security,30023321,23.38,Portland
202425,3,65255,30023321,Social Security,30023321,150.67,Portland
202425,3,64875,30027915,Social Security,30027915,2.34,Portland
202425,3,65033,30023013,Social Security,30023013,23.38,Portland
202425,3,65033,30023013,Social Security,30023013,156.87,Portland
202425,3,65051,30029671,Social Security,30029671,22.86,Portland
202425,3,65051,30029671,Social Security,30029671,335.37,Portland
202425,3,64668,30046405,Social Security,30046405,156.87,Portland
202425,3,64668,30046405,Social Security,30046405,200.25,Portland
202425,3,66895,30025461,Social Security,30025461,0,Portland
202425,3,66865,30023319,Social Security,30023319,23.38,Portland
202425,3,66865,30023319,Social Security,30023319,72.4,Portland
202425,3,66867,30021755,Social Security,30021755,23.38,Portland
202425,3,66867,30021755,Social Security,30021755,64.65,Portland
202425,3,66867,30021755,Social Security,30021755,156.87,Portland
202425,3,67619,30028614,Social Security,30028614,47.78,Portland
202425,3,67619,30028614,Social Security,30028614,186.2,Portland
202425,3,67353,30026046,Social Security,30026046,0,Portland
202425,3,67009,30024083,Social Security,30024083,87.27,Portland
202425,3,67009,30024083,Social Security,30024083,158.14,Portland
202425,3,67009,30024083,Social Security,30024083,23.63,Portland
202425,3,67047,30025615,Social Security,30025615,23.38,Portland
202425,3,67047,30025615,Social Security,30025615,156.87,Portland
202425,3,67176,30025770,Social Security,30025770,11.8,Portland
202425,3,67176,30025770,Social Security,30025770,23.63,Portland
202425,3,67688,30026533,Social Security,30026533,0,Portland
202425,3,65812,30023945,Social Security,30023945,23.38,Portland
202425,3,65829,30023965,Social Security,30023965,11.8,Portland
202425,3,65829,30023965,Social Security,30023965,23.63,Portland
202425,3,66064,30026554,Social Security,30026554,19.39,Portland
202425,3,66064,30026554,Social Security,30026554,154.88,Portland
202425,3,65607,30023659,Social Security,30023659,155.13,Portland
202425,3,65487,30023536,Social Security,30023536,69.2,Portland
202425,3,66335,30024694,Social Security,30024694,23.63,Portland
202425,3,66335,30024694,Social Security,30024694,137.86,Portland
202425,3,61833,30033011,Social Security,30033011,23.38,Hamilton
202425,3,61833,30033011,Social Security,30033011,219.62,Hamilton
202425,3,61214,30042033,Social Security,30042033,23.12,Hamilton
202425,3,61214,30042033,Social Security,30042033,155.13,Hamilton
202425,3,66358,30024718,Social Security,30024718,339.24,Portland
202425,3,66670,30025140,Social Security,30025140,23.63,Portland
202425,3,66670,30025140,Social Security,30025140,16.86,Portland
202425,3,66670,30025140,Social Security,30025140,153.87,Portland
202425,3,72222,30026820,Social Security,30026820,146.64,Portland
202425,3,72238,30021739,Social Security,30021739,0,Portland
202425,3,72305,30027977,Social Security,30027977,23.38,Portland
202425,3,71849,30022054,Social Security,30022054,0,Portland
202425,3,71876,30025541,Social Security,30025541,18.54,Portland North
202425,3,69161,30028751,Social Security,30028751,8.43,Portland
202425,3,69161,30028751,Social Security,30028751,146.94,Portland
202425,3,72088,30022854,Social Security,30022854,23.89,Portland
202425,3,69776,30021822,Social Security,30021822,0,Portland
202425,3,69777,30055808,Social Security,30055808,0,Portland
202425,3,72031,30048402,Social Security,30048402,24.93,Portland
202425,3,72031,30048402,Social Security,30048402,17.7,Portland
202425,3,68276,30027434,Social Security,30027434,22.6,Portland
202425,3,68276,30027434,Social Security,30027434,20.23,Portland
202425,3,68283,30027444,Social Security,30027444,22.6,Portland
202425,3,68283,30027444,Social Security,30027444,53.64,Portland
202425,3,68005,30026246,Social Security,30026246,22.6,Portland
202425,3,68005,30026246,Social Security,30026246,7.58,Portland
202425,3,68005,30026246,Social Security,30026246,138.56,Portland
202425,3,67907,30026782,Social Security,30026782,23.12,Portland
202425,3,67907,30026782,Social Security,30026782,116.93,Portland
202425,3,68388,30027566,Social Security,30027566,56.91,Portland
202425,3,68388,30027566,Social Security,30027566,156.87,Portland
202425,3,68388,30027566,Social Security,30027566,23.38,Portland
202425,3,68349,30027517,Social Security,30027517,611.54,Portland
202425,3,68353,30027519,Social Security,30027519,34.74,Portland
202425,3,68353,30027519,Social Security,30027519,153.39,Portland
202425,3,68353,30027519,Social Security,30027519,22.86,Portland
202425,3,68359,30027524,Social Security,30027524,22.86,Portland
202425,3,68372,30027543,Social Security,30027543,6.74,Portland
202425,3,68372,30027543,Social Security,30027543,34.21,Portland
202425,3,68383,30027563,Social Security,30027563,23.38,Portland
202425,3,68383,30027563,Social Security,30027563,20.23,Portland
202425,3,68503,30027792,Social Security,30027792,23.12,Portland
202425,3,68503,30027792,Social Security,30027792,140.74,Portland
202425,3,68518,30023928,Social Security,30023928,23.38,Portland
202425,3,68525,30022714,Social Security,30022714,0,Portland
202425,3,68403,30027584,Social Security,30027584,1.68,Portland
202425,3,68403,30027584,Social Security,30027584,137.18,Portland
202425,3,68569,30027885,Social Security,30027885,0,Portland
202425,3,70183,30027582,Social Security,30027582,0,Portland
202425,3,70092,30118811,Social Security,30118811,7.58,Portland
202425,3,70115,30110765,Social Security,30110765,0,Portland
202425,3,70148,30024887,Social Security,30024887,0,Portland
202425,3,69995,30024207,Social Security,30024207,22.86,Portland
